timestamp,log_type,src_ip,dst_ip,username,message
2025-06-27 15:52:56,auth_failure,76.90.251.192,99.56.50.45,blakelam,Failed login attempt for user blakelam from 76.90.251.192
2025-06-27 12:59:38,auth_success,45.76.198.241,179.181.30.133,fclark,Successful login for user fclark from 45.76.198.241
2025-06-28 00:32:20,malware_alert,2.140.185.126,138.244.36.120,robincruz,Malware detected: Trojan on host 138.244.36.120
2025-06-28 02:58:37,system,16.93.113.66,214.226.212.14,burnettchristina,System started: iterate open-source portals
2025-06-27 19:41:34,system,214.201.15.99,211.118.51.84,ryan10,System started: transform world-class supply-chains
2025-06-27 10:58:36,auth_failure,38.66.249.225,25.178.73.144,davistimothy,Failed login attempt for user davistimothy from 38.66.249.225
2025-06-27 20:01:06,malware_alert,143.59.159.172,67.119.206.17,jwoods,Malware detected: Spyware on host 67.119.206.17
2025-06-27 19:25:01,auth_failure,115.245.199.194,38.58.55.80,gregg41,Failed login attempt for user gregg41 from 115.245.199.194
2025-06-27 20:22:22,system,158.118.178.17,163.12.192.104,mcaldwell,System started: architect wireless convergence
2025-06-27 18:43:42,system,138.178.163.254,63.95.45.46,yatescharlotte,System started: seize efficient synergies
2025-06-27 11:44:44,system,141.140.242.217,148.39.111.247,wardaustin,System started: re-contextualize proactive networks
2025-06-28 05:18:30,network,204.44.233.244,221.6.59.89,shawn08,Connection from 204.44.233.244 to 221.6.59.89 on port 231
2025-06-28 06:41:19,system,145.128.38.212,218.217.74.25,browndesiree,System started: innovate 24/7 e-business
2025-06-27 21:22:21,system,203.32.228.8,204.201.54.208,lewisbianca,System started: transition efficient platforms
2025-06-27 13:18:48,auth_success,73.243.151.110,223.117.84.47,ricardo08,Successful login for user ricardo08 from 73.243.151.110
2025-06-27 22:03:14,system,210.103.179.205,93.83.191.23,sanchezmorgan,System started: embrace B2C e-commerce
2025-06-27 20:06:54,malware_alert,216.51.218.129,194.37.210.8,fmoore,Malware detected: Adware on host 194.37.210.8
2025-06-27 16:30:18,auth_success,205.28.88.87,28.92.186.244,mwade,Successful login for user mwade from 205.28.88.87
2025-06-27 23:42:26,auth_failure,195.84.15.42,192.142.206.53,evansamanda,Failed login attempt for user evansamanda from 195.84.15.42
2025-06-27 08:18:29,auth_failure,98.110.2.128,29.230.34.128,kelly65,Failed login attempt for user kelly65 from 98.110.2.128
2025-06-27 14:07:35,auth_failure,214.165.87.184,107.31.31.79,sanchezsherri,Failed login attempt for user sanchezsherri from 214.165.87.184
2025-06-27 20:12:39,system,110.177.159.228,163.234.162.240,alexandra56,System started: cultivate innovative applications
2025-06-27 08:08:39,auth_success,134.49.1.234,49.16.219.18,alan63,Successful login for user alan63 from 134.49.1.234
2025-06-27 13:38:18,auth_failure,35.222.19.172,155.83.74.198,ewilliams,Failed login attempt for user ewilliams from 35.222.19.172
2025-06-28 06:58:53,system,199.7.66.244,79.36.68.116,rachelhardy,System started: brand global mindshare
2025-06-27 23:48:38,malware_alert,169.190.68.86,49.61.220.239,christinewright,Malware detected: Spyware on host 49.61.220.239
2025-06-28 00:32:27,system,4.56.205.66,129.77.29.91,nowens,System started: revolutionize frictionless paradigms
2025-06-28 02:41:30,auth_failure,32.151.36.139,210.238.144.27,anthony78,Failed login attempt for user anthony78 from 32.151.36.139
2025-06-27 08:12:10,malware_alert,110.8.76.159,119.52.38.44,nmartin,Malware detected: Trojan on host 119.52.38.44
2025-06-27 10:06:24,auth_success,211.7.233.116,220.203.138.132,joshua90,Successful login for user joshua90 from 211.7.233.116
2025-06-27 10:46:35,auth_failure,175.29.189.14,21.239.127.114,stevensandrew,Failed login attempt for user stevensandrew from 175.29.189.14
2025-06-27 12:48:27,malware_alert,139.23.243.85,43.73.247.93,russellmarquez,Malware detected: Ransomware on host 43.73.247.93
2025-06-27 08:31:50,system,196.203.128.118,177.163.112.185,hallashley,System started: iterate out-of-the-box portals
2025-06-27 19:29:08,network,164.131.185.149,187.251.48.160,carlalexander,Connection from 164.131.185.149 to 187.251.48.160 on port 376
2025-06-27 12:32:19,network,19.29.190.179,90.140.214.91,amberramsey,Connection from 19.29.190.179 to 90.140.214.91 on port 419
2025-06-27 12:58:44,network,208.89.19.86,194.64.173.231,hstanley,Connection from 208.89.19.86 to 194.64.173.231 on port 188
2025-06-27 08:03:32,auth_failure,193.215.78.107,161.152.73.186,jhuff,Failed login attempt for user jhuff from 193.215.78.107
2025-06-27 08:47:56,network,189.17.191.21,199.176.60.1,jramirez,Connection from 189.17.191.21 to 199.176.60.1 on port 345
2025-06-27 17:26:33,auth_success,15.140.72.74,196.193.8.182,whitakersean,Successful login for user whitakersean from 15.140.72.74
2025-06-27 15:51:46,auth_success,201.162.40.114,34.46.16.158,sarapeters,Successful login for user sarapeters from 201.162.40.114
2025-06-27 13:08:53,auth_failure,151.115.243.216,203.226.83.0,benjaminweber,Failed login attempt for user benjaminweber from 151.115.243.216
2025-06-27 20:25:03,malware_alert,120.6.148.56,112.42.88.135,ericarichardson,Malware detected: Worm on host 112.42.88.135
2025-06-27 21:15:47,malware_alert,24.153.248.121,137.238.140.211,murphyelizabeth,Malware detected: Trojan on host 137.238.140.211
2025-06-27 13:05:39,malware_alert,166.2.216.8,140.127.115.16,ashleybradley,Malware detected: Trojan on host 140.127.115.16
2025-06-27 21:23:12,network,163.73.16.208,139.201.106.51,fhall,Connection from 163.73.16.208 to 139.201.106.51 on port 29
2025-06-27 08:06:25,auth_success,118.195.148.206,194.149.11.63,jennifer40,Successful login for user jennifer40 from 118.195.148.206
2025-06-27 07:19:31,system,223.142.227.25,150.81.121.217,wademichael,System started: re-intermediate revolutionary platforms
2025-06-27 11:15:54,malware_alert,182.27.132.230,134.87.228.35,jonesellen,Malware detected: Adware on host 134.87.228.35
2025-06-27 12:34:05,network,167.236.188.212,125.159.17.65,jmcmahon,Connection from 167.236.188.212 to 125.159.17.65 on port 423
2025-06-27 08:09:12,auth_failure,36.187.210.184,186.62.10.109,christophersaunders,Failed login attempt for user christophersaunders from 36.187.210.184
2025-06-28 03:52:21,auth_success,214.44.29.56,221.111.164.226,mooretiffany,Successful login for user mooretiffany from 214.44.29.56
2025-06-27 12:12:32,auth_success,221.241.24.198,223.199.63.178,ruizjennifer,Successful login for user ruizjennifer from 221.241.24.198
2025-06-27 15:04:45,malware_alert,207.214.176.88,217.220.255.54,karenzavala,Malware detected: Spyware on host 217.220.255.54
2025-06-27 09:51:01,network,137.67.67.39,219.142.73.169,scottariana,Connection from 137.67.67.39 to 219.142.73.169 on port 309
2025-06-28 07:10:21,auth_success,217.39.98.34,208.34.198.45,edrake,Successful login for user edrake from 217.39.98.34
2025-06-27 22:54:09,auth_failure,155.211.199.146,131.13.222.148,williamsrodney,Failed login attempt for user williamsrodney from 155.211.199.146
2025-06-28 00:20:39,auth_failure,220.3.110.65,179.190.230.78,shelby27,Failed login attempt for user shelby27 from 220.3.110.65
2025-06-27 21:33:59,network,208.155.69.233,175.192.57.169,patriciarobinson,Connection from 208.155.69.233 to 175.192.57.169 on port 223
2025-06-28 04:21:29,system,208.146.184.105,31.162.78.54,edward10,System started: cultivate scalable markets
2025-06-27 17:14:06,malware_alert,220.217.194.169,167.232.239.208,lauren18,Malware detected: Ransomware on host 167.232.239.208
2025-06-28 02:56:12,system,84.96.159.143,205.154.231.196,annchoi,System started: mesh interactive communities
2025-06-28 05:27:31,auth_failure,102.103.160.25,155.24.194.26,alyssa15,Failed login attempt for user alyssa15 from 102.103.160.25
2025-06-27 17:14:59,system,139.237.62.205,112.127.26.65,sarah95,System started: incentivize vertical markets
2025-06-27 18:53:55,auth_failure,84.246.110.163,37.216.17.85,jonathan01,Failed login attempt for user jonathan01 from 84.246.110.163
2025-06-28 02:39:01,system,145.90.57.26,204.226.189.134,amywood,System started: redefine real-time relationships
2025-06-27 21:28:43,system,82.165.27.192,128.116.19.67,tracyrobinson,System started: optimize cutting-edge convergence
2025-06-27 21:30:12,auth_failure,200.165.165.140,46.239.70.102,mitchelljanice,Failed login attempt for user mitchelljanice from 200.165.165.140
2025-06-27 23:57:50,malware_alert,150.222.24.130,121.157.67.207,cwagner,Malware detected: Spyware on host 121.157.67.207
2025-06-27 13:03:59,network,98.129.71.223,176.201.157.243,pgoodwin,Connection from 98.129.71.223 to 176.201.157.243 on port 262
2025-06-27 22:09:30,network,220.115.10.46,136.126.143.82,savannah68,Connection from 220.115.10.46 to 136.126.143.82 on port 165
2025-06-28 01:31:29,system,182.15.124.171,88.27.110.57,isaacwilliams,System started: exploit enterprise experiences
2025-06-27 19:46:01,network,4.212.115.173,204.95.31.238,eric57,Connection from 4.212.115.173 to 204.95.31.238 on port 412
2025-06-28 00:24:01,malware_alert,146.129.96.196,138.240.145.188,qbyrd,Malware detected: Trojan on host 138.240.145.188
2025-06-27 14:18:56,auth_success,150.141.19.245,137.69.183.129,mark31,Successful login for user mark31 from 150.141.19.245
2025-06-28 04:26:31,auth_success,197.115.140.171,222.3.96.178,allenalvarez,Successful login for user allenalvarez from 197.115.140.171
2025-06-27 21:01:49,system,77.64.126.173,199.101.81.22,nathan44,System started: iterate value-added supply-chains
2025-06-28 03:16:04,auth_failure,213.69.193.212,155.191.172.99,donnaalvarez,Failed login attempt for user donnaalvarez from 213.69.193.212
2025-06-27 22:08:18,auth_success,201.65.179.165,101.42.41.65,atucker,Successful login for user atucker from 201.65.179.165
2025-06-27 14:46:12,auth_success,38.247.43.36,136.39.245.17,tandrews,Successful login for user tandrews from 38.247.43.36
2025-06-27 12:00:08,system,209.2.191.2,213.80.203.246,steventhompson,System started: aggregate value-added mindshare
2025-06-27 20:11:14,network,3.225.244.79,157.14.182.95,christina81,Connection from 3.225.244.79 to 157.14.182.95 on port 240
2025-06-28 04:11:15,auth_failure,34.153.34.221,158.178.254.76,roger00,Failed login attempt for user roger00 from 34.153.34.221
2025-06-27 09:57:50,system,197.79.58.169,129.122.46.54,terriosborne,System started: matrix dynamic eyeballs
2025-06-28 03:01:49,malware_alert,181.208.133.234,161.177.171.157,patrick19,Malware detected: Worm on host 161.177.171.157
2025-06-27 13:21:08,network,162.99.113.24,199.210.132.183,qdyer,Connection from 162.99.113.24 to 199.210.132.183 on port 104
2025-06-27 15:30:04,system,151.125.219.25,154.85.195.36,adrian75,System started: architect e-business vortals
2025-06-27 12:07:34,auth_failure,101.214.69.115,47.228.242.37,bflores,Failed login attempt for user bflores from 101.214.69.115
2025-06-28 05:53:10,auth_success,36.198.117.68,105.94.169.98,ernestjohnston,Successful login for user ernestjohnston from 36.198.117.68
2025-06-27 11:30:16,auth_failure,185.97.0.239,95.159.129.224,waltontodd,Failed login attempt for user waltontodd from 185.97.0.239
2025-06-27 12:57:18,auth_success,217.216.52.39,182.82.23.10,courtneyhuff,Successful login for user courtneyhuff from 217.216.52.39
2025-06-27 19:16:15,malware_alert,139.214.133.0,146.239.40.173,shannon62,Malware detected: Worm on host 146.239.40.173
2025-06-27 20:53:08,malware_alert,216.115.48.126,189.254.131.164,ybrown,Malware detected: Ransomware on host 189.254.131.164
2025-06-27 15:43:48,auth_failure,131.34.103.175,156.21.9.172,boltonmarie,Failed login attempt for user boltonmarie from 131.34.103.175
2025-06-27 21:23:59,auth_failure,217.117.232.165,218.236.39.146,wmooney,Failed login attempt for user wmooney from 217.117.232.165
2025-06-27 18:20:15,auth_failure,221.50.104.1,219.62.215.1,gomezrachel,Failed login attempt for user gomezrachel from 221.50.104.1
2025-06-27 10:44:54,network,221.159.3.151,35.197.207.98,zachary83,Connection from 221.159.3.151 to 35.197.207.98 on port 22
2025-06-28 04:26:06,malware_alert,205.189.89.53,220.244.231.255,dunnjose,Malware detected: Adware on host 220.244.231.255
2025-06-27 11:04:47,network,137.143.92.51,207.64.133.113,timothy98,Connection from 137.143.92.51 to 207.64.133.113 on port 349
2025-06-28 05:09:00,malware_alert,213.48.74.247,2.205.240.75,pstevenson,Malware detected: Trojan on host 2.205.240.75
2025-06-27 16:54:01,malware_alert,163.3.181.165,202.76.81.41,kramerjames,Malware detected: Worm on host 202.76.81.41
2025-06-27 20:52:31,system,22.172.220.94,167.199.39.76,christina14,System started: architect proactive markets
2025-06-27 07:34:21,system,156.207.152.192,152.28.132.110,jeffrey85,System started: mesh sticky functionalities
2025-06-28 00:41:33,auth_success,172.222.129.123,41.81.166.200,lbishop,Successful login for user lbishop from 172.222.129.123
2025-06-27 23:40:13,auth_success,184.136.204.0,212.95.210.79,hernandezjonathan,Successful login for user hernandezjonathan from 184.136.204.0
2025-06-27 16:26:04,auth_failure,196.225.4.127,206.216.242.6,vhansen,Failed login attempt for user vhansen from 196.225.4.127
2025-06-27 12:58:53,malware_alert,62.20.206.2,29.36.71.72,gutierrezronald,Malware detected: Adware on host 29.36.71.72
2025-06-27 10:01:41,malware_alert,204.215.191.101,26.200.163.11,ppatel,Malware detected: Worm on host 26.200.163.11
2025-06-27 08:07:46,network,124.176.188.197,201.37.189.199,xkramer,Connection from 124.176.188.197 to 201.37.189.199 on port 229
2025-06-28 05:20:12,network,16.15.52.179,167.89.108.99,amandawilliams,Connection from 16.15.52.179 to 167.89.108.99 on port 382
2025-06-27 21:56:13,auth_success,159.154.150.215,196.155.229.215,brittanylowe,Successful login for user brittanylowe from 159.154.150.215
2025-06-28 04:34:43,network,200.165.145.151,150.140.221.235,ronald31,Connection from 200.165.145.151 to 150.140.221.235 on port 107
2025-06-27 23:14:44,malware_alert,167.196.183.171,198.150.207.230,bmccarty,Malware detected: Trojan on host 198.150.207.230
2025-06-27 20:50:45,system,179.202.137.152,193.153.21.28,austinnathan,System started: redefine viral content
2025-06-27 21:56:35,auth_success,192.173.92.67,149.157.114.192,watsonmatthew,Successful login for user watsonmatthew from 192.173.92.67
2025-06-28 01:38:33,auth_failure,154.166.0.212,203.104.125.143,mpatterson,Failed login attempt for user mpatterson from 154.166.0.212
2025-06-28 00:39:54,malware_alert,124.196.145.127,126.0.168.237,danstone,Malware detected: Trojan on host 126.0.168.237
2025-06-27 16:58:24,malware_alert,203.79.138.120,129.95.252.111,nicholaswilson,Malware detected: Spyware on host 129.95.252.111
2025-06-28 03:14:40,auth_failure,183.54.15.68,211.143.39.155,gonzalezdaniel,Failed login attempt for user gonzalezdaniel from 183.54.15.68
2025-06-27 16:51:01,network,199.43.177.184,213.194.22.52,sharon98,Connection from 199.43.177.184 to 213.194.22.52 on port 296
2025-06-27 20:27:19,network,108.178.168.190,205.200.103.235,joshua27,Connection from 108.178.168.190 to 205.200.103.235 on port 331
2025-06-27 12:25:14,auth_failure,97.153.11.191,89.50.202.2,lgray,Failed login attempt for user lgray from 97.153.11.191
2025-06-27 09:41:04,auth_failure,33.58.86.91,131.11.180.139,njohnson,Failed login attempt for user njohnson from 33.58.86.91
2025-06-28 03:48:09,auth_failure,140.94.252.217,56.59.80.211,nwade,Failed login attempt for user nwade from 140.94.252.217
2025-06-27 10:32:57,auth_success,178.100.160.138,221.172.84.50,christina00,Successful login for user christina00 from 178.100.160.138
2025-06-27 15:33:07,system,62.29.111.165,156.165.47.145,kingblake,System started: enhance turn-key mindshare
2025-06-27 12:19:37,auth_success,166.65.119.7,183.203.185.138,leslieweber,Successful login for user leslieweber from 166.65.119.7
2025-06-27 12:14:17,system,78.5.21.76,179.101.251.2,mnelson,System started: exploit viral systems
2025-06-28 04:32:40,malware_alert,133.255.16.139,204.254.160.204,martha21,Malware detected: Worm on host 204.254.160.204
2025-06-27 07:26:51,system,221.220.123.46,174.136.96.88,jenningssandra,System started: whiteboard best-of-breed content
2025-06-28 03:31:01,malware_alert,161.182.40.1,63.243.108.43,jasmine11,Malware detected: Spyware on host 63.243.108.43
2025-06-27 11:05:17,auth_failure,23.242.254.159,76.162.100.168,nmarks,Failed login attempt for user nmarks from 23.242.254.159
2025-06-27 19:50:05,auth_success,151.51.3.7,176.11.48.107,knewman,Successful login for user knewman from 151.51.3.7
2025-06-27 07:22:41,network,212.51.149.219,219.202.189.167,michelleknapp,Connection from 212.51.149.219 to 219.202.189.167 on port 274
2025-06-27 18:31:55,auth_success,159.250.197.160,197.167.102.210,uwilliams,Successful login for user uwilliams from 159.250.197.160
2025-06-27 07:31:02,auth_failure,106.156.74.139,99.236.212.36,hawkinspatricia,Failed login attempt for user hawkinspatricia from 106.156.74.139
2025-06-28 01:43:19,auth_success,195.58.182.125,205.205.84.7,alvarezholly,Successful login for user alvarezholly from 195.58.182.125
2025-06-27 10:00:45,auth_success,116.223.212.187,150.118.194.23,elizabeth09,Successful login for user elizabeth09 from 116.223.212.187
2025-06-27 22:33:57,network,4.96.76.232,80.111.28.141,jessica11,Connection from 4.96.76.232 to 80.111.28.141 on port 215
2025-06-27 12:29:14,network,17.26.215.147,199.170.212.204,rjohnson,Connection from 17.26.215.147 to 199.170.212.204 on port 122
2025-06-28 00:42:28,auth_success,203.231.118.237,160.106.58.80,michaelpoole,Successful login for user michaelpoole from 203.231.118.237
2025-06-27 21:11:03,malware_alert,118.82.0.233,24.147.208.101,meganhernandez,Malware detected: Worm on host 24.147.208.101
2025-06-27 11:32:24,auth_failure,48.126.93.29,75.96.31.245,jreilly,Failed login attempt for user jreilly from 48.126.93.29
2025-06-28 01:24:16,auth_failure,26.129.230.38,178.126.238.198,qrobinson,Failed login attempt for user qrobinson from 26.129.230.38
2025-06-28 07:04:54,auth_success,25.135.122.75,217.211.107.109,alicia44,Successful login for user alicia44 from 25.135.122.75
2025-06-27 22:54:59,auth_success,132.237.101.241,139.62.236.217,joshuawatson,Successful login for user joshuawatson from 132.237.101.241
2025-06-27 21:47:10,auth_success,222.28.88.213,207.71.241.94,kimberlywallace,Successful login for user kimberlywallace from 222.28.88.213
2025-06-28 00:39:25,auth_success,141.226.9.243,211.94.255.45,johnsoncharles,Successful login for user johnsoncharles from 141.226.9.243
2025-06-27 23:25:43,network,202.119.205.26,218.67.101.13,daviskenneth,Connection from 202.119.205.26 to 218.67.101.13 on port 144
2025-06-27 13:59:49,auth_success,131.209.179.193,191.35.168.104,christine28,Successful login for user christine28 from 131.209.179.193
2025-06-27 15:31:02,system,8.50.165.255,183.255.227.220,ericacampbell,System started: synergize cross-platform e-markets
2025-06-27 21:20:36,auth_failure,152.143.241.110,138.30.140.11,benjaminmurray,Failed login attempt for user benjaminmurray from 152.143.241.110
2025-06-28 00:00:12,malware_alert,218.137.220.124,185.132.77.56,hornealexandria,Malware detected: Adware on host 185.132.77.56
2025-06-27 15:13:28,auth_failure,157.92.46.19,15.229.125.195,monica48,Failed login attempt for user monica48 from 157.92.46.19
2025-06-27 18:31:17,auth_failure,78.34.250.188,181.187.101.223,linda34,Failed login attempt for user linda34 from 78.34.250.188
2025-06-27 18:38:32,malware_alert,17.192.18.156,217.66.151.201,oadams,Malware detected: Trojan on host 217.66.151.201
2025-06-27 10:32:11,auth_failure,72.122.45.35,4.1.160.191,briannaweber,Failed login attempt for user briannaweber from 72.122.45.35
2025-06-27 21:32:44,network,168.88.69.207,34.102.230.146,tlarson,Connection from 168.88.69.207 to 34.102.230.146 on port 44
2025-06-28 04:08:23,system,197.110.36.212,23.15.97.8,ericblack,System started: monetize customized technologies
2025-06-27 10:35:39,auth_success,97.20.133.144,138.116.72.185,kathrynprice,Successful login for user kathrynprice from 97.20.133.144
2025-06-27 19:05:22,network,98.116.161.20,189.214.247.49,ucole,Connection from 98.116.161.20 to 189.214.247.49 on port 112
2025-06-27 20:26:57,system,4.104.71.178,177.155.89.205,dray,System started: deploy virtual web-readiness
2025-06-27 08:46:54,system,43.66.211.208,24.186.127.69,tammy46,System started: transform enterprise e-markets
2025-06-28 02:39:15,system,214.148.74.196,196.254.178.157,mistyramos,System started: matrix integrated vortals
2025-06-27 11:25:55,malware_alert,180.188.57.189,217.9.249.75,hharvey,Malware detected: Adware on host 217.9.249.75
2025-06-27 14:26:58,system,23.242.35.144,207.72.85.113,kayla57,System started: implement one-to-one eyeballs
2025-06-27 14:23:20,system,49.178.70.102,23.168.250.123,michaelvega,System started: enhance web-enabled applications
2025-06-28 05:48:54,auth_failure,8.199.151.24,219.238.243.71,ralphsimpson,Failed login attempt for user ralphsimpson from 8.199.151.24
2025-06-28 02:44:23,network,185.170.135.65,93.156.255.209,uoliver,Connection from 185.170.135.65 to 93.156.255.209 on port 136
2025-06-27 22:18:57,auth_failure,134.62.207.203,46.127.78.179,dferguson,Failed login attempt for user dferguson from 134.62.207.203
2025-06-27 07:12:15,auth_failure,158.196.1.223,75.243.246.45,carolinepeterson,Failed login attempt for user carolinepeterson from 158.196.1.223
2025-06-27 21:04:17,system,149.17.205.78,210.187.147.68,cynthia17,System started: redefine turn-key applications
2025-06-27 16:59:47,system,161.129.182.224,208.130.91.245,amandarichardson,System started: matrix web-enabled web-readiness
2025-06-27 19:49:37,auth_success,51.169.60.171,148.155.65.219,pbrown,Successful login for user pbrown from 51.169.60.171
2025-06-27 23:43:02,network,186.144.219.58,165.57.78.238,millertracey,Connection from 186.144.219.58 to 165.57.78.238 on port 284
2025-06-27 10:32:32,auth_success,162.39.56.237,217.171.179.250,nicole93,Successful login for user nicole93 from 162.39.56.237
2025-06-27 10:57:31,auth_success,206.148.3.11,214.159.182.134,christinakeith,Successful login for user christinakeith from 206.148.3.11
2025-06-27 12:21:25,malware_alert,216.114.136.95,197.128.141.28,erika46,Malware detected: Worm on host 197.128.141.28
2025-06-27 20:59:11,network,170.199.134.69,192.55.177.208,leroysosa,Connection from 170.199.134.69 to 192.55.177.208 on port 357
2025-06-27 18:49:29,network,62.240.107.96,190.63.58.163,pryan,Connection from 62.240.107.96 to 190.63.58.163 on port 280
2025-06-28 01:24:31,system,192.17.94.201,192.71.155.208,jfields,System started: harness magnetic paradigms
2025-06-27 11:01:59,auth_failure,110.108.52.0,215.88.243.89,gboyer,Failed login attempt for user gboyer from 110.108.52.0
2025-06-28 01:43:22,auth_failure,12.103.12.201,211.29.200.147,allendarius,Failed login attempt for user allendarius from 12.103.12.201
2025-06-27 13:41:46,auth_failure,44.73.252.22,85.132.142.156,arose,Failed login attempt for user arose from 44.73.252.22
2025-06-27 19:33:47,network,101.45.27.23,188.108.34.162,dixonbrett,Connection from 101.45.27.23 to 188.108.34.162 on port 150
2025-06-27 20:55:31,system,104.147.198.86,86.146.153.109,george63,System started: visualize interactive infrastructures
2025-06-28 01:35:36,auth_success,119.247.150.198,199.232.85.148,kathrynespinoza,Successful login for user kathrynespinoza from 119.247.150.198
2025-06-27 23:42:47,network,73.214.173.131,17.161.122.56,gordonjonathan,Connection from 73.214.173.131 to 17.161.122.56 on port 266
2025-06-27 22:07:43,system,110.207.8.126,57.29.205.102,oconnoryolanda,System started: re-contextualize seamless e-markets
2025-06-27 07:24:34,malware_alert,217.211.250.8,31.202.247.231,davidjohnson,Malware detected: Spyware on host 31.202.247.231
2025-06-27 23:25:55,network,142.72.177.207,217.115.20.246,dphillips,Connection from 142.72.177.207 to 217.115.20.246 on port 143
2025-06-27 16:24:36,auth_failure,221.99.129.24,64.72.243.161,michaelmartin,Failed login attempt for user michaelmartin from 221.99.129.24
2025-06-27 12:19:27,network,91.217.53.119,182.209.228.43,kellyanderson,Connection from 91.217.53.119 to 182.209.228.43 on port 165
2025-06-27 20:17:49,auth_failure,169.144.144.188,211.132.151.158,cummingsdavid,Failed login attempt for user cummingsdavid from 169.144.144.188
2025-06-27 12:36:31,malware_alert,164.225.147.155,115.12.238.54,drakefrederick,Malware detected: Trojan on host 115.12.238.54
2025-06-27 14:01:16,auth_success,217.77.238.42,205.115.10.234,gleach,Successful login for user gleach from 217.77.238.42
2025-06-28 06:09:40,system,73.70.149.45,130.42.97.237,jeff44,System started: grow holistic e-services
2025-06-27 12:50:17,auth_success,171.191.30.162,156.108.226.247,brookebarnes,Successful login for user brookebarnes from 171.191.30.162
2025-06-27 19:22:02,malware_alert,135.207.244.179,215.193.133.115,masoncarlos,Malware detected: Worm on host 215.193.133.115
2025-06-28 00:15:07,auth_failure,214.109.198.124,221.240.250.200,williamsjenny,Failed login attempt for user williamsjenny from 214.109.198.124
2025-06-27 22:10:19,auth_failure,147.152.43.131,145.209.11.171,oriley,Failed login attempt for user oriley from 147.152.43.131
2025-06-27 13:17:23,auth_failure,75.17.147.207,109.211.116.134,zhuff,Failed login attempt for user zhuff from 75.17.147.207
2025-06-27 19:31:55,malware_alert,117.182.137.236,207.170.56.245,mhudson,Malware detected: Worm on host 207.170.56.245
2025-06-27 19:08:05,network,213.143.243.242,153.230.200.23,donald91,Connection from 213.143.243.242 to 153.230.200.23 on port 297
2025-06-28 04:50:07,malware_alert,155.205.43.152,214.140.148.154,latoya09,Malware detected: Spyware on host 214.140.148.154
2025-06-27 12:43:49,malware_alert,204.199.133.123,187.151.106.19,uho,Malware detected: Spyware on host 187.151.106.19
2025-06-28 03:58:14,network,203.225.240.95,104.32.216.168,garciawilliam,Connection from 203.225.240.95 to 104.32.216.168 on port 245
2025-06-27 08:23:20,network,199.213.157.100,115.131.157.180,matthew55,Connection from 199.213.157.100 to 115.131.157.180 on port 329
2025-06-27 18:45:26,malware_alert,105.88.99.119,145.140.171.47,nicole69,Malware detected: Worm on host 145.140.171.47
2025-06-27 07:12:34,system,134.177.23.182,6.39.29.50,igarrett,System started: exploit front-end channels
2025-06-27 12:04:32,network,143.75.160.62,135.119.204.102,rwalsh,Connection from 143.75.160.62 to 135.119.204.102 on port 365
2025-06-28 05:23:57,network,1.110.198.10,96.217.228.226,tracy46,Connection from 1.110.198.10 to 96.217.228.226 on port 407
2025-06-28 01:58:03,auth_failure,213.239.62.165,20.7.180.199,inelson,Failed login attempt for user inelson from 213.239.62.165
2025-06-27 19:30:08,auth_failure,202.148.86.70,198.37.83.190,pperry,Failed login attempt for user pperry from 202.148.86.70
2025-06-27 13:07:59,auth_success,145.86.110.168,141.231.1.118,carterpaul,Successful login for user carterpaul from 145.86.110.168
2025-06-27 20:10:18,auth_failure,134.25.248.27,215.202.15.193,stephenperkins,Failed login attempt for user stephenperkins from 134.25.248.27
2025-06-27 23:10:14,auth_success,128.124.128.232,199.227.122.241,donna94,Successful login for user donna94 from 128.124.128.232
2025-06-27 09:38:31,network,201.80.237.200,32.243.88.94,frank77,Connection from 201.80.237.200 to 32.243.88.94 on port 406
2025-06-27 11:18:57,network,7.200.88.204,91.245.52.68,joshuavargas,Connection from 7.200.88.204 to 91.245.52.68 on port 257
2025-06-28 02:52:23,network,150.159.150.155,199.158.135.40,ukennedy,Connection from 150.159.150.155 to 199.158.135.40 on port 380
2025-06-27 08:53:15,system,196.85.3.139,68.220.52.51,gwendolynalexander,System started: matrix plug-and-play experiences
2025-06-27 14:44:21,system,2.182.138.243,29.40.121.69,garrett52,System started: incentivize compelling interfaces
2025-06-28 04:30:26,malware_alert,74.50.186.216,137.191.86.148,kimberly14,Malware detected: Spyware on host 137.191.86.148
2025-06-28 02:52:56,network,162.200.222.29,200.212.84.178,jkennedy,Connection from 162.200.222.29 to 200.212.84.178 on port 362
2025-06-27 12:09:22,malware_alert,110.102.107.186,219.212.207.135,froberts,Malware detected: Spyware on host 219.212.207.135
2025-06-27 18:25:39,auth_failure,185.66.114.117,129.39.142.188,johnsonrodney,Failed login attempt for user johnsonrodney from 185.66.114.117
2025-06-28 02:44:59,system,173.52.183.255,30.254.245.163,jill64,System started: revolutionize bricks-and-clicks portals
2025-06-28 05:12:45,auth_failure,147.241.117.92,195.191.104.106,jadewhite,Failed login attempt for user jadewhite from 147.241.117.92
2025-06-27 14:36:59,auth_failure,134.60.129.110,216.9.238.94,joshua51,Failed login attempt for user joshua51 from 134.60.129.110
2025-06-27 20:17:54,auth_success,68.48.87.213,202.23.7.77,carrie76,Successful login for user carrie76 from 68.48.87.213
2025-06-27 08:02:12,network,76.122.196.79,43.131.243.3,rangelaaron,Connection from 76.122.196.79 to 43.131.243.3 on port 34
